title,genres,hit-list,recovery_rate,proCm1,proCm2,WriterName,DirectorName,EditorName,main_lead,co_lead1
The Legend of Bagger Vance,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",1,49.32428375,DreamWorks SKG,Twentieth Century Fox Film Corporation,Janet Melody,Robert Redford,Hank Corwin,Matt Damon,Bruce McGill
Almost Famous,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",1,78.972815,Columbia Pictures,Vinyl Films,Gail Levin,Cameron Crowe,Saar Klein,Kate Hudson,Billy Crudup
xXx: State of the Union,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2,118.45655333333333,Original Film,Columbia Pictures Corporation,Christopher Cram,Lee Tamahori,Todd E. Miller,Ice Cube,Samuel L. Jackson
Priest,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",2,130.51521833333334,Screen Gems,Stars Road Entertainment,Aaron Williams,Scott Stewart,,Paul Bettany,Karl Urban
Sinbad: Legend of the Seven Seas,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",1,43.81386666666667,DreamWorks Animation,,Raymond Zibach,Patrick Gilmore,Tom Finan,Brad Pitt,Catherine Zeta-Jones
Event Horizon,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",1,44.45540333333333,Paramount Pictures,Impact Pictures,Roderick Barron,Paul W.S. Anderson,Martin Hunter,Laurence Fishburne,Sam Neill
Dragonfly,"[{""id"": 18, ""name"": ""Drama""}]",1,87.20400000000001,Universal Pictures,Spyglass Entertainment,Brian Risner,Tom Shadyac,Don Zimmerman,Kevin Costner,Joe Morton
The Black Dahlia,"[{""id"": 18, ""name"": ""Drama""}]",1,98.222404,Universal Pictures,Davis-Films,Nancy Pyne-Hapke,Brian De Palma,Bill Pankow,Josh Hartnett,Scarlett Johansson
Flyboys,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",1,29.666666666666668,Ingenious Film Partners,Electric Entertainment,Paul Swinburne,Tony Bill,Ron Rosen,James Franco,David Ellison
The Last Castle,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,38.39264861111111,DreamWorks SKG,,Robert Lawrence,Rod Lurie,Michael Jablow,Robert Redford,James Gandolfini
Supernova,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1,16.475645555555555,United Artists,Metro-Goldwyn-Mayer (MGM),Rachel Wyn Dunn,Jack Sholder,Michael Schweitzer,James Spader,Angela Bassett
Winter's Tale,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",1,51.33371833333334,Village Roadshow Pictures,Weed Road Pictures,Mark Helprin,Akiva Goldsman,Wayne Wahrman,Colin Farrell,Jessica Brown Findlay
The Mortal Instruments: City of Bones,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",2,150.94236833333335,Constantin Film Produktion,Don Carmody Productions,Anthony Rizzo,Harald Zwart,,Lily Collins,Jamie Campbell Bower
Meet Dave,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",1,84.41679833333333,Twentieth Century Fox Film Corporation,Dune Entertainment,Michael Kriaris,Brian Robbins,Ned Bastille,Eddie Murphy,Elizabeth Banks
Dark Water,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1,84.91031,Vertigo Entertainment,Touchstone Pictures,Carole Tarlington,Walter Salles,Daniel Rezende,Jennifer Connelly,John C. Reilly
Inkheart,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1,95.81729,New Line Cinema,Internationale Filmproduktion Blackbird Erste,C.C. Smiff,Iain Softley,Martin Walsh,Brendan Fraser,Sienna Guillory
The Spirit,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,65.05222833333333,DC Comics,Lionsgate,Camille Friend,Frank Miller,Gregory Nussbaum,Gabriel Macht,Scarlett Johansson
Mortdecai,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",1,50.6976,Lionsgate,Mad Chance,Mark Wallis,David Koepp,Derek Ambrosi,Johnny Depp,Gwyneth Paltrow
The Monkey King 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",3,282.78165863629727,Filmko Pictures,,Elvis Man,Soi Cheang,,Aaron Kwok,Gong Li
The Great Raid,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,12.7081275,Lawrence Bender Productions,Marty Katz Productions,Gordon Goodwin,John Dahl,Scott Chestnut,Benjamin Bratt,James Franco
Deadpool,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",6,1350.1947913793103,Twentieth Century Fox Film Corporation,Marvel Entertainment,Atlin Mitchell,Tim Miller,Julian Clarke,Ryan Reynolds,Morena Baccarin
American Sniper,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",5,922.2915357142858,Village Roadshow Pictures,Malpaso Productions,Jim DeFelice,Clint Eastwood,Gary D. Roach,Bradley Cooper,Sienna Miller
Goosebumps,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",3,272.69446206896555,Columbia Pictures,Village Roadshow Pictures,Greg Basser,Rob Letterman,Jim May,Jack Black,Dylan Minnette
Just Like Heaven,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",2,177.33522586206897,DreamWorks SKG,UIP,Jonathan Block,Mark Waters,Bruce Green,Reese Witherspoon,Mark Ruffalo
The Flintstones in Viva Rock Vegas,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",1,71.64852409638554,Universal Pictures,Amblin Entertainment,Robert Turturice,Brian Levant,Kent Beyda,Mark Addy,Stephen Baldwin
Rambo III,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",3,300.0247793650794,TriStar Pictures,Carolco Pictures,William Mesa,Peter MacDonald,James R. Symons,Sylvester Stallone,Richard Crenna
Leatherheads,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",1,71.20602068965518,Universal Pictures,Casey Silver Productions,Vanessa Lapato,George Clooney,Stephen Mirrione,George Clooney,Renée Zellweger
Did You Hear About the Morgans?,"[{""id"": 35, ""name"": ""Comedy""}]",2,147.03491379310344,Columbia Pictures,Castle Rock Entertainment,Michael Queen,Marc Lawrence,Susan E. Morse,Hugh Grant,Sarah Jessica Parker
The Internship,"[{""id"": 35, ""name"": ""Comedy""}]",1,75.86206896551724,Twentieth Century Fox Film Corporation,Regency Enterprises,Daniel S. Levine,Shawn Levy,Dean Zimmerman,Owen Wilson,Vince Vaughn
Resident Evil: Afterlife,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,500.38014000000004,Impact Pictures,Davis-Films,Renee Fontana,Paul W.S. Anderson,Niven Howie,Milla Jovovich,Wentworth Miller
Red Tails,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",1,86.83685689655172,Lucasfilm,Twentieth Century Fox Film Corporation,Kristin Lee Calabrese,Anthony Hemingway,,Bryan Cranston,David Oyelowo
The Devil's Advocate,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3,268.3239649122807,Regency Enterprises,Monarchy Enterprises B.V.,Steve White,Taylor Hackford,Mark Warner,Keanu Reeves,Al Pacino
That's My Boy,"[{""id"": 35, ""name"": ""Comedy""}]",1,82.94052428571429,Columbia Pictures,Happy Madison Productions,David Caspe,Sean Anders,,Adam Sandler,Susan Sarandon
DragonHeart,"[{""id"": 14, ""name"": ""Fantasy""}]",2,202.22346491228072,Universal Pictures,,Thomas Casterline,Rob Cohen,Peter Amundson,Dennis Quaid,David Thewlis
After the Sunset,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2,102.24632833333334,New Line Cinema,Contrafilm,Alex Madison,Brett Ratner,Mark Helfrich,Pierce Brosnan,Salma Hayek
Ghost Rider: Spirit of Vengeance,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",3,261.7848333333333,Columbia Pictures,Imagenation Abu Dhabi FZ,Jatinder Singh Manhas,Mark Neveldine,Brian Berdan,Nicolas Cage,Ciarán Hinds
Captain Corelli's Mandolin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",2,108.96999122807019,Miramax Films,Universal Pictures,Kevin Loader,John Madden,Mick Audsley,Nicolas Cage,Penélope Cruz
The Pacifier,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",2,201.798,Walt Disney Pictures,Spyglass Entertainment,George Zakk,Adam Shankman,Christopher Greenbury,Vin Diesel,Lauren Graham
Walking Tall,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2,102.18551785714286,Metro-Goldwyn-Mayer (MGM),Mandeville Films,Christina Bulbrook,Kevin Bray,Robert Ivison,Dwayne Johnson,Johnny Knoxville
Forrest Gump,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",5,1232.6279981818182,Paramount Pictures,,Bobby Mancuso,Robert Zemeckis,Arthur Schmidt,Tom Hanks,Robin Wright
Alvin and the Chipmunks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",4,602.2777216666666,Dune Entertainment,Regency Enterprises,Brett Paton,Tim Hill,Peter E. Berger,Jason Lee,David Cross
Meet the Parents,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",4,600.8073545454545,DreamWorks SKG,Universal Pictures,Jonathan Klein,Jay Roach,Greg Hayden,Ben Stiller,Robert De Niro
Pocahontas,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",4,629.2359509090909,Walt Disney Pictures,Walt Disney Feature Animation,Brice Mallier,Eric Goldberg,H. Lee Peterson,Irene Bedard,Mel Gibson
Superman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",4,545.8509418181818,Warner Bros.,Dovemead Films,Charles F. Greenlaw,Richard Donner,Michael Ellis,Christopher Reeve,Marlon Brando
The Nutty Professor,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",2,238.46175,Imagine Entertainment,Universal Pictures,Barry W. Blaustein,Tom Shadyac,Don Zimmerman,Eddie Murphy,Jada Pinkett Smith
Hitch,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",4,525.8577428571429,Columbia Pictures Corporation,Overbrook Entertainment,Tracey Wadmore-Smith,Andy Tennant,Tracey Wadmore-Smith,Will Smith,Eva Mendes
American Wedding,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3,420.8167327272728,Universal Pictures,Zide-Perry Productions,Daniel Lu,Jesse Dylan,Stuart H. Pappé,Jason Biggs,Alyson Hannigan
Captain Phillips,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,172.72727272727272,Columbia Pictures,,Lynn Younglove,Paul Greengrass,Christopher Rouse,Tom Hanks,Catherine Keener
Date Night,"[{""id"": 35, ""name"": ""Comedy""}]",3,276.8434181818182,Twentieth Century Fox Film Corporation,Dune Entertainment,Brian Avery,Shawn Levy,Dean Zimmerman,Tina Fey,Steve Carell
Casper,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",4,575.8563879999999,Universal Pictures,Amblin Entertainment,Mark Anthony Austin,Brad Silberling,Michael Kahn,Christina Ricci,Bill Pullman
The Equalizer,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",3,349.6922509090909,Columbia Pictures,Village Roadshow Pictures,Mark Fitzgerald,Antoine Fuqua,John Refoua,Denzel Washington,Marton Csokas
Maid in Manhattan,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3,281.6485327272727,Red Om Films,,Everett Moore,Wayne Wang,Craig McKay,Jennifer Lopez,Ralph Fiennes
Crimson Tide,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",3,296.9569716981132,Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films,Ellis Cohen,Tony Scott,Chris Lebenzon,Denzel Washington,Gene Hackman
The Pursuit of Happyness,"[{""id"": 18, ""name"": ""Drama""}]",4,558.3223545454546,Columbia Pictures Corporation,Escape Artists,Antongiulio Frulio,Gabriele Muccino,Hughes Winborne,Will Smith,Jaden Smith
Flightplan,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",3,406.15872545454545,Imagine Entertainment,Touchstone Pictures,Judi Townsend,Robert Schwentke,Thom Noble,Jodie Foster,Peter Sarsgaard
Disclosure,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",3,389.1183436363636,Warner Bros.,Baltimore Pictures,Stu Linder,Barry Levinson,Stu Linder,Michael Douglas,Demi Moore
City of Angels,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",3,361.2456618181818,Atlas Entertainment,Regency Enterprises,Alan Glazer,Brad Silberling,Lynzee Klingman,Nicolas Cage,Meg Ryan
Kill Bill: Vol. 1,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",4,603.1633333333334,Miramax Films,A Band Apart,Rui Kuroki,Quentin Tarantino,Sally Menke,Uma Thurman,Lucy Liu
Kill Bill: Vol. 2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",4,507.19820333333337,Miramax Films,A Band Apart,Mike Hurst,Quentin Tarantino,Sally Menke,Uma Thurman,David Carradine
Tango & Cash,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2,115.28838909090908,Warner Bros.,,Hubert C. de la Bouillerie,Albert Magnoli,Hubert C. de la Bouillerie,Sylvester Stallone,Kurt Russell
Death Becomes Her,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",3,270.95027272727276,Universal Pictures,,Martin Donovan,Robert Zemeckis,Arthur Schmidt,Meryl Streep,Bruce Willis
Shanghai Noon,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",2,103.51328181818182,Spyglass Entertainment,Roger Birnbaum Productions,Paul A. Edwards,Tom Dey,Richard Chew,Jackie Chan,Owen Wilson
Executive Decision,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2,221.76221090909092,Silver Pictures,Warner Bros.,Karyn Fields,Stuart Baird,Derek Brechin,Kurt Russell,Steven Seagal
Mr. Popper's Penguins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",3,340.65773454545456,Twentieth Century Fox Film Corporation,Dune Entertainment,Samidha Nagwekar,Mark Waters,,Jim Carrey,Carla Gugino
The Forbidden Kingdom,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",2,232.55749818181818,Casey Silver Productions,China Film Co-Production Corporation,Johnny Wang,Rob Minkoff,Eric Strand,Jackie Chan,Jet Li
Free Birds,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2,200.0,Reel FX Creative Studios,Relativity Media,Phil Langone,Jimmy Hayward,,Owen Wilson,Woody Harrelson
Alien³,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",3,319.54709,Twentieth Century Fox Film Corporation,Brandywine Productions,June Randall,David Fincher,David Crowther,Sigourney Weaver,Charles S. Dutton
Evita,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",3,256.4494163636364,Hollywood Pictures,Cinergi Pictures Entertainment,Tim Rice,Alan Parker,Gerry Hambling,Madonna,Antonio Banderas
Ronin,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 12, ""name"": ""Adventure""}]",1,75.65615272727273,United Artists,FGM Entertainment,Jeff Robbins,John Frankenheimer,Antony Gibbs,Robert De Niro,Jean Reno
The Ghost and the Darkness,"[{""id"": 12, ""name"": ""Adventure""}]",2,150.0,Constellation Films,Paramount,John Henry Patterson,Stephen Hopkins,Roger Bondelli,Michael Douglas,Val Kilmer
Paddington,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",3,471.2858672727273,The Weinstein Company,StudioCanal,Michael Bond,Paul King,,Nicole Kidman,Peter Capaldi
The Watch,"[{""id"": 35, ""name"": ""Comedy""}]",2,100.39391470588235,Ingenious Film Partners,Ingenious Media,Mark Edward Wright,Akiva Schaffer,Dean Zimmerman,Ben Stiller,Vince Vaughn
The Hunted,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,62.24365090909091,Lakeshore Entertainment,Alphaville Films,Debra Coleman,William Friedkin,Augie Hess,Tommy Lee Jones,Benicio del Toro
Stuck on You,"[{""id"": 35, ""name"": ""Comedy""}]",1,61.50603272727273,Twentieth Century Fox Film Corporation,Conundrum Entertainment,Dave Terman,Peter Farrelly,Dave Terman,Matt Damon,Greg Kinnear
The Pirates! In an Adventure with Scientists!,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",2,197.23060166666667,Columbia Pictures,Aardman Animations,Dean Watson,Jeff Newitt,,Hugh Grant,Brendan Gleeson
Changeling,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2,205.49137272727273,Imagine Entertainment,Malpaso Productions,Donald Murphy,Clint Eastwood,Gary D. Roach,Angelina Jolie,Jeffrey Donovan
Chain Reaction,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2,120.41866800000001,Twentieth Century Fox Film Corporation,Chicago Pacific Entertainment,Carlos H. Sánchez,Andrew Davis,Don Brochu,Keanu Reeves,Morgan Freeman
The Fan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,33.86621636363636,TriStar Pictures,Mandalay Entertainment,Ellen Wong,Tony Scott,Claire Simpson,Robert De Niro,Wesley Snipes
